2018-01-01 00:00:00,2018-01-02 00:00:00,2018-01-03 00:00:00,2018-01-04 00:00:00,2018-01-05 00:00:00,2018-01-06 00:00:00,2018-01-07 00:00:00,2018-01-08 00:00:00,2018-01-09 00:00:00,2018-01-10 00:00:00,2018-01-11 00:00:00,2018-01-12 00:00:00,2018-01-13 00:00:00,2018-01-14 00:00:00,2018-01-15 00:00:00,2018-01-16 00:00:00,2018-01-17 00:00:00,2018-01-18 00:00:00,2018-01-19 00:00:00,2018-01-20 00:00:00,2018-01-21 00:00:00,2018-01-22 00:00:00,2018-01-23 00:00:00,2018-01-24 00:00:00,2018-01-25 00:00:00,2018-01-26 00:00:00,2018-01-27 00:00:00,2018-01-28 00:00:00,2018-01-29 00:00:00,2018-01-30 00:00:00,2018-01-31 00:00:00
0.8574042078107595,2.056409068405628,2.76583100669086,2.5387084931135178,5.3036541771143675,4.2077807784080505,0.4481918755918741,1.0068011153489351,1.3548370506614447,0.576645540073514,1.6088636629283428,1.1062093451619148,1.3631561305373907,2.3090053852647543,1.8998082298785448,4.314624767750502,2.598867604508996,3.962880337610841,2.0467971116304398,4.370889123529196,2.202677011489868,2.214317549020052,1.0698469895869493,0.8497854396700859,0.955567242577672,1.4225079994648695,0.18510484509170055,0.553067596629262,3.875848675146699,1.6720045488327742,3.6177530456334352
