2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02
0.06699705458122353,0.09777538931419459,0.2807851625762525,0.30543275072775045,0.46343460082912746,0.4800420036121733,0.6007542316884735,0.7274018845655684,0.8434870070099304,0.8668953121391914,0.9642632198074874,1.0825271903914886,1.2008433590375673,1.3081827803711983,1.4143687929137527,1.5086065006658285,1.5991920278809044,1.697555066345589,1.798551581232527,1.9169670945773993,2.0199555548655685,2.132807765078008,2.235466198909168,2.347341800218215,2.45668663742071,2.5501548447092497,2.659769091264405,2.752277527734093,2.845304577207652,2.916627335707526,3.1030434534722806,3.178900708139116
