2018-01-01 00:00:00,2018-01-02 00:00:00,2018-01-03 00:00:00,2018-01-04 00:00:00,2018-01-05 00:00:00,2018-01-06 00:00:00,2018-01-07 00:00:00,2018-01-08 00:00:00,2018-01-09 00:00:00,2018-01-10 00:00:00
0.013306695967912674,0.009067986160516739,0.01097794622182846,0.010187296196818352,0.013034610077738762,0.009359082207083702,0.011065518483519554,0.010413868352770805,0.009714707732200623,0.008496515452861786
