2018-01-01 00:00:00,2018-01-02 00:00:00,2018-01-03 00:00:00,2018-01-04 00:00:00,2018-01-05 00:00:00,2018-01-06 00:00:00,2018-01-07 00:00:00,2018-01-08 00:00:00,2018-01-09 00:00:00,2018-01-10 00:00:00,2018-01-11 00:00:00,2018-01-12 00:00:00,2018-01-13 00:00:00,2018-01-14 00:00:00,2018-01-15 00:00:00,2018-01-16 00:00:00,2018-01-17 00:00:00,2018-01-18 00:00:00,2018-01-19 00:00:00,2018-01-20 00:00:00,2018-01-21 00:00:00,2018-01-22 00:00:00,2018-01-23 00:00:00,2018-01-24 00:00:00,2018-01-25 00:00:00,2018-01-26 00:00:00,2018-01-27 00:00:00,2018-01-28 00:00:00,2018-01-29 00:00:00,2018-01-30 00:00:00,2018-01-31 00:00:00
0.8643585689924658,1.865193517394364,2.4053770005702972,2.2445618197321893,4.329599308539182,3.583195366449654,0.40425269508734346,0.9125537556037306,1.2126646066457034,0.5171528642438352,1.4829151591844856,1.0005001446790993,1.1731846926547587,2.026687819361687,1.655929811242968,3.8426911683008074,2.3609624707140027,3.5636160463280975,1.7921805938333273,3.907959887161851,1.9625606960989534,1.9686108862236142,0.9512092060036957,0.7769032954983414,0.8250514068640769,1.2223054233193398,0.16364658821374178,0.4988612663932145,3.4332819863781334,1.452467033267021,3.269986780490726
