2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02
56.56549361534417,55.109445532783866,53.08712631650269,53.59923220612109,56.68376982025802,50.65922353230417,50.41046076267958,59.1216829828918,59.87778212316334,58.75892091356218,59.385202867910266,59.263797987252474,52.212732560932636,62.28074713610113,53.254574375227094,54.43512477166951,54.05292353965342,54.753618931397796,53.67785029485822,61.64556413702667,53.285639712587,53.39827774837613,53.86761017143726,52.70048148557544,53.777961479499936,63.43327375687659,63.19743430428207,63.47815805114806,56.15808242186904,65.24440892413259,46.325920870527625,56.9117656648159
