2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02
10.306925931945443,9.993859505979344,10.21125484094955,9.922714969143271,10.147265807026997,10.37092722998932,10.380979175912216,10.257326863938943,10.424336225027218,10.466932425973937,10.425089163007215,10.261524878907949,10.610843979986385,10.668195944046602,10.717221467988566,0.0007838818710297346,0.0003965261857956648,0.000400786055251956,0.00035726604983210564,0.0003503849729895592,0.000342995161190629,0.00033916509710252285,0.0003578450996428728,0.0003961960319429636,0.00037222495302557945,0.0005719091277569532,0.0004875569138675928,0.0003460750449448824,0.00033905496820807457,0.0003570548724383116,0.0003480049781501293,0.0003781949635595083,0.0003430850338190794
