2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02
1180.8400537890848,1182.582293849904,1198.8005121122114,1217.3869710781146,1251.5313557449263,1275.8119014620315,1278.8259325209074,1283.7241787710227,1292.0902426841203,1342.3930648590904,1318.70463113999,1318.7781544339377,1361.3359072781168,1357.793615631992,1369.1324898849707,1366.3985743739177,1369.9409055821598,1372.9453931231983,1400.1075091750827,1381.8606926598586,1384.8151661709417,1377.267669863999,1400.4288590638898,1367.9137829851825,1429.8416597670875,1419.0886084248777,1454.9748431651387,1441.9703675601631,1469.36371735204,1513.3595007138792,1200.8887379900552,1537.1689549901057,1503.7382254598197
