2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02
0.04415319727761005,0.08797152056870967,0.1263450574470197,0.1748199139218168,0.213192506617683,0.25159777276181755,0.31154261380103726,0.3494371808367358,0.3878117536518964,0.4261901357548477,0.46457511825544734,0.5018073605456146,0.5836472064133654,0.6219414230869336,0.6602222732153094,0.6986015166257564,0.7369460561517079,0.7753433810999277,0.8137244359199537,0.8520600219916963,0.8903632128382103,0.9287503856052939,0.9671551900175752,1.00522918427562,1.1304869786408054,1.1686981723753458,1.2069686068986432,1.2453305264851284,1.283683927710882,1.3220314300162266,1.3537542878314193,1.3920828591307735,1.430335256513592
