2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
0.3247164362616825,0.6488986043716677,1.0118321362481193,1.2936900950277304,1.7072968952866034,2.0228938995371886,2.2912096300736993,2.608440149867268,2.928845176786945,3.448758653446897,3.7717058250006916,4.089142641258691,4.3176619342150975,4.646714769575441,4.976563899994658,5.30932549583371,5.6416055260683855,5.973103521654893,6.70332894636769,7.0359999362099686,7.365057465844156,7.695885455953339,8.030645891945653,8.358510694206975,8.495244238865112,8.834861167531848,9.177852213556713,9.523668833578201,9.872946551175612,10.223922968422466,10.514876295880045,10.867811876898784,11.2199827145353,11.572172867954352
