2018-01-01,2018-01-02,2018-01-03,2018-01-04,2018-01-05,2018-01-06,2018-01-07,2018-01-08,2018-01-09,2018-01-10,2018-01-11,2018-01-12,2018-01-13,2018-01-14,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
80.10207225102931,81.51345174602466,83.18381592701189,80.32173043803778,84.40073905396275,88.69588844204554,84.7716462709941,80.97217941703275,83.34001830802299,84.0851382809924,92.55313611298334,90.30659919197205,91.12310941697797,87.04402851697523,87.94804548000684,87.39357619296061,87.99388974503381,85.96393282798817,89.89670951099833,94.80799861700507,92.04361692996463,93.94953309104312,96.04478662298061,94.31082786602201,94.45922022103332,92.51419657102088,90.71207538200542,91.23116316605592,92.12522898300085,91.23091782699339,77.83624887501355,93.11504789401079,91.65002352197189,90.81694330199389
